case_id,dataset,fault_type,root_cause_service,raw_rank,observed_ar_rank,counterfactual_ar_rank,raw_to_counterfactual_delta,observed_to_counterfactual_delta,raw_top1,observed_ar_top1,counterfactual_ar_top1,counterfactual_top_competitor,root_top3_clip_mean,root_top3_clip_max,root_top3_any_clipped,competitor_top3_clip_mean,competitor_top3_clip_max,competitor_top3_any_clipped,raw_winner_top3_clip_mean,raw_winner_top3_any_clipped,observed_winner_top3_clip_mean,observed_winner_top3_any_clipped,root_or_competitor_any_clipped
re1_ss__carts_delay__4,re1_ss,delay,carts,1,1,1,0,0,carts,carts,carts,192-168-33-0-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_delay__5,re1_ss,delay,carts,1,1,1,0,0,carts,carts,carts,192-168-15-8-9100,0.3333333333333333,1.0,True,0.0018467220683287165,0.00554016620498615,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__carts_disk__1,re1_ss,disk,carts,2,2,2,0,0,catalogue-db,catalogue-db,catalogue-db,catalogue-db,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__carts_disk__2,re1_ss,disk,carts,1,1,1,0,0,carts,carts,carts,10-192-15-195-9100,0.3333333333333333,1.0,True,0.3333333333333333,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__carts_disk__3,re1_ss,disk,carts,2,2,2,0,0,catalogue-db,catalogue-db,catalogue-db,catalogue-db,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__carts_disk__4,re1_ss,disk,carts,1,1,1,0,0,carts,carts,carts,10-192-15-195-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__carts_disk__5,re1_ss,disk,carts,3,3,3,0,0,catalogue-db,catalogue-db,catalogue-db,catalogue-db,1.0,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__carts_loss__1,re1_ss,loss,carts,1,1,1,0,0,carts,carts,carts,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_loss__2,re1_ss,loss,carts,1,1,1,0,0,carts,carts,carts,192-168-37-154-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_loss__3,re1_ss,loss,carts,4,4,3,1,1,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__carts_loss__4,re1_ss,loss,carts,1,1,1,0,0,carts,carts,carts,front-end,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__carts_loss__5,re1_ss,loss,carts,2,5,2,0,3,192-168-33-0-9100,192-168-33-0-9100,192-168-33-0-9100,192-168-33-0-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__carts_mem__1,re1_ss,mem,carts,1,1,1,0,0,carts,carts,carts,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_mem__2,re1_ss,mem,carts,1,1,1,0,0,carts,carts,carts,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_mem__3,re1_ss,mem,carts,1,1,1,0,0,carts,carts,carts,192-168-37-154-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_mem__4,re1_ss,mem,carts,1,1,1,0,0,carts,carts,carts,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__carts_mem__5,re1_ss,mem,carts,1,1,1,0,0,carts,carts,carts,192-168-27-60-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_cpu__1,re1_ss,cpu,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,192-168-37-154-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_cpu__2,re1_ss,cpu,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,192-168-33-0-9100,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__catalogue_cpu__3,re1_ss,cpu,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,192-168-56-14-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_cpu__4,re1_ss,cpu,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,rabbitmq,0.3333333333333333,1.0,True,1.0,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__catalogue_cpu__5,re1_ss,cpu,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,queue-master,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__catalogue_delay__1,re1_ss,delay,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_delay__2,re1_ss,delay,catalogue,2,2,2,0,0,catalogue-db,catalogue-db,catalogue-db,catalogue-db,0.6666666666666666,1.0,True,0.3333333333333333,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__catalogue_delay__3,re1_ss,delay,catalogue,3,3,3,0,0,192-168-61-95-9100,192-168-61-95-9100,192-168-61-95-9100,192-168-61-95-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_delay__4,re1_ss,delay,catalogue,4,4,4,0,0,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__catalogue_delay__5,re1_ss,delay,catalogue,2,2,2,0,0,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_disk__1,re1_ss,disk,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,10-192-15-195-9100,0.0,0.0,False,0.20498614958448755,0.6149584487534626,True,0.0,False,0.0,False,True
re1_ss__catalogue_disk__2,re1_ss,disk,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,10-192-15-196-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_disk__3,re1_ss,disk,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,queue-master,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_disk__4,re1_ss,disk,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,session-db,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_disk__5,re1_ss,disk,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,queue-master,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_loss__1,re1_ss,loss,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,queue-master,0.0,0.0,False,1.0,1.0,True,0.0,False,0.0,False,True
re1_ss__catalogue_loss__2,re1_ss,loss,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_loss__3,re1_ss,loss,catalogue,1,1,2,-1,-1,catalogue,catalogue,payment,payment,0.3333333333333333,1.0,True,0.6666666666666666,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__catalogue_loss__4,re1_ss,loss,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,front-end,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__catalogue_loss__5,re1_ss,loss,catalogue,3,1,1,2,0,payment,catalogue,catalogue,queue-master,0.0,0.0,False,0.3333333333333333,1.0,True,0.3333333333333333,True,0.0,False,True
re1_ss__catalogue_mem__1,re1_ss,mem,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_mem__2,re1_ss,mem,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,192-168-15-8-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_mem__3,re1_ss,mem,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,192-168-37-154-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_mem__4,re1_ss,mem,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__catalogue_mem__5,re1_ss,mem,catalogue,1,1,1,0,0,catalogue,catalogue,catalogue,payment,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__orders_cpu__1,re1_ss,cpu,orders,1,1,1,0,0,orders,orders,orders,192-168-33-0-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_cpu__2,re1_ss,cpu,orders,1,1,1,0,0,orders,orders,orders,front-end,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__orders_cpu__3,re1_ss,cpu,orders,1,1,1,0,0,orders,orders,orders,catalogue,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__orders_cpu__4,re1_ss,cpu,orders,1,1,1,0,0,orders,orders,orders,192-168-76-116-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_cpu__5,re1_ss,cpu,orders,1,1,1,0,0,orders,orders,orders,192-168-27-60-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_delay__1,re1_ss,delay,orders,1,1,1,0,0,orders,orders,orders,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_delay__2,re1_ss,delay,orders,1,1,2,-1,-1,orders,orders,orders-db,orders-db,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_ss__orders_delay__3,re1_ss,delay,orders,2,1,1,1,0,user,orders,orders,user,0.0,0.0,False,0.3333333333333333,1.0,True,0.3333333333333333,True,0.0,False,True
re1_ss__orders_delay__4,re1_ss,delay,orders,1,1,1,0,0,orders,orders,orders,192-168-33-0-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_delay__5,re1_ss,delay,orders,1,1,1,0,0,orders,orders,orders,front-end,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__orders_disk__1,re1_ss,disk,orders,1,1,1,0,0,orders,orders,orders,queue-master,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__orders_disk__2,re1_ss,disk,orders,1,1,1,0,0,orders,orders,orders,10-192-15-196-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__orders_disk__3,re1_ss,disk,orders,1,1,1,0,0,orders,orders,orders,10-192-15-196-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__orders_disk__4,re1_ss,disk,orders,1,1,1,0,0,orders,orders,orders,10-192-15-196-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__orders_disk__5,re1_ss,disk,orders,1,1,1,0,0,orders,orders,orders,10-192-15-196-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__orders_loss__1,re1_ss,loss,orders,1,1,1,0,0,orders,orders,orders,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_loss__2,re1_ss,loss,orders,1,1,1,0,0,orders,orders,orders,front-end,0.33240997229916897,0.997229916897507,True,0.33056325023084027,0.9916897506925207,True,0.33240997229916897,True,0.33240997229916897,True,True
re1_ss__orders_loss__3,re1_ss,loss,orders,2,3,2,0,1,192-168-56-14-9100,192-168-56-14-9100,192-168-56-14-9100,192-168-56-14-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_loss__4,re1_ss,loss,orders,4,4,2,2,2,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_loss__5,re1_ss,loss,orders,4,4,4,0,0,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,192-168-64-231-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__orders_mem__1,re1_ss,mem,orders,1,1,1,0,0,orders,orders,orders,192-168-15-8-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_mem__2,re1_ss,mem,orders,1,1,1,0,0,orders,orders,orders,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_mem__3,re1_ss,mem,orders,1,1,1,0,0,orders,orders,orders,payment,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__orders_mem__4,re1_ss,mem,orders,1,1,1,0,0,orders,orders,orders,192-168-15-8-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__orders_mem__5,re1_ss,mem,orders,1,1,1,0,0,orders,orders,orders,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_cpu__1,re1_ss,cpu,payment,1,1,1,0,0,payment,payment,payment,rabbitmq-exporter,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__payment_cpu__2,re1_ss,cpu,payment,1,1,1,0,0,payment,payment,payment,192-168-33-0-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_cpu__3,re1_ss,cpu,payment,1,1,1,0,0,payment,payment,payment,192-168-76-116-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_cpu__4,re1_ss,cpu,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__payment_cpu__5,re1_ss,cpu,payment,1,1,1,0,0,payment,payment,payment,catalogue,0.3333333333333333,1.0,True,1.0,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__payment_delay__1,re1_ss,delay,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_delay__2,re1_ss,delay,payment,1,1,1,0,0,payment,payment,payment,192-168-33-0-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_delay__3,re1_ss,delay,payment,3,4,3,0,1,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__payment_delay__4,re1_ss,delay,payment,3,3,3,0,0,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_delay__5,re1_ss,delay,payment,1,1,1,0,0,payment,payment,payment,orders,0.3333333333333333,1.0,True,0.6648199445983379,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__payment_disk__1,re1_ss,disk,payment,1,1,1,0,0,payment,payment,payment,10-192-15-195-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_disk__2,re1_ss,disk,payment,1,1,1,0,0,payment,payment,payment,10-192-15-196-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_disk__3,re1_ss,disk,payment,1,1,1,0,0,payment,payment,payment,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_disk__4,re1_ss,disk,payment,1,1,1,0,0,payment,payment,payment,10-192-15-196-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_disk__5,re1_ss,disk,payment,1,1,1,0,0,payment,payment,payment,10-192-15-197-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_loss__1,re1_ss,loss,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_loss__2,re1_ss,loss,payment,1,1,1,0,0,payment,payment,payment,orders,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__payment_loss__3,re1_ss,loss,payment,1,1,1,0,0,payment,payment,payment,orders,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__payment_loss__4,re1_ss,loss,payment,1,1,1,0,0,payment,payment,payment,orders,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__payment_loss__5,re1_ss,loss,payment,1,1,1,0,0,payment,payment,payment,orders,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__payment_mem__1,re1_ss,mem,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_ss__payment_mem__2,re1_ss,mem,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_mem__3,re1_ss,mem,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.33240997229916897,0.997229916897507,True,0.0,False,0.0,False,True
re1_ss__payment_mem__4,re1_ss,mem,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__payment_mem__5,re1_ss,mem,payment,1,1,1,0,0,payment,payment,payment,orders,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_ss__user_cpu__1,re1_ss,cpu,user,1,1,1,0,0,user,user,user,orders,0.0,0.0,False,0.3296398891966759,0.9889196675900277,True,0.0,False,0.0,False,True
re1_ss__user_cpu__2,re1_ss,cpu,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_cpu__3,re1_ss,cpu,user,1,1,1,0,0,user,user,user,catalogue-db,0.3333333333333333,1.0,True,0.6666666666666666,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__user_cpu__4,re1_ss,cpu,user,1,1,1,0,0,user,user,user,192-168-33-39-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__user_cpu__5,re1_ss,cpu,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_delay__1,re1_ss,delay,user,2,2,2,0,0,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,192-168-15-8-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_delay__2,re1_ss,delay,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_delay__3,re1_ss,delay,user,1,1,1,0,0,user,user,user,orders,0.6657433056325023,1.0,True,0.3333333333333333,1.0,True,0.6657433056325023,True,0.6657433056325023,True,True
re1_ss__user_delay__4,re1_ss,delay,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_delay__5,re1_ss,delay,user,1,1,1,0,0,user,user,user,orders,0.6666666666666666,1.0,True,0.3314866112650046,0.9944598337950139,True,0.6666666666666666,True,0.6666666666666666,True,True
re1_ss__user_disk__1,re1_ss,disk,user,1,1,1,0,0,user,user,user,10-192-15-196-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_disk__2,re1_ss,disk,user,1,1,1,0,0,user,user,user,10-192-15-196-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_disk__3,re1_ss,disk,user,1,1,1,0,0,user,user,user,10-192-15-196-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_disk__4,re1_ss,disk,user,1,1,1,0,0,user,user,user,payment,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_disk__5,re1_ss,disk,user,1,1,1,0,0,user,user,user,orders,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_loss__1,re1_ss,loss,user,1,1,1,0,0,user,user,user,192-168-33-39-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_ss__user_loss__2,re1_ss,loss,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_loss__3,re1_ss,loss,user,4,6,7,-3,-1,192-168-95-91-9100,192-168-95-91-9100,192-168-95-91-9100,192-168-95-91-9100,0.6648199445983379,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_ss__user_loss__4,re1_ss,loss,user,4,4,4,0,0,192-168-33-0-9100,192-168-33-0-9100,192-168-33-0-9100,192-168-33-0-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_loss__5,re1_ss,loss,user,1,1,1,0,0,user,user,user,192-168-61-95-9100,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_ss__user_mem__1,re1_ss,mem,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_mem__2,re1_ss,mem,user,1,1,1,0,0,user,user,user,192-168-61-95-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_mem__3,re1_ss,mem,user,1,1,1,0,0,user,user,user,front-end,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_ss__user_mem__4,re1_ss,mem,user,1,1,1,0,0,user,user,user,rabbitmq-exporter,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_ss__user_mem__5,re1_ss,mem,user,1,1,1,0,0,user,user,user,orders-db,0.18651892890120036,0.5595567867036011,True,0.6666666666666666,1.0,True,0.18651892890120036,True,0.18651892890120036,True,True
re1_tt__ts-auth-service_cpu__1,re1_tt,cpu,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-76-138-9100,0.3333333333333333,1.0,True,0.0,0.0,False,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-auth-service_cpu__2,re1_tt,cpu,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,192-168-45-158-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_cpu__3,re1_tt,cpu,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,ts-train-mongo,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-auth-service_cpu__4,re1_tt,cpu,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,ts-ticket-office-service,0.0,0.0,False,0.3333333333333333,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-auth-service_cpu__5,re1_tt,cpu,ts-auth-service,1,1,1,0,0,ts-auth-service,ts-auth-service,ts-auth-service,ts-train-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-auth-service_delay__1,re1_tt,delay,ts-auth-service,20,11,12,8,-1,ts-news-service,ts-news-service,ts-notification-service,ts-notification-service,0.0,0.0,False,1.0,1.0,True,0.0,False,0.0,False,True
re1_tt__ts-auth-service_delay__2,re1_tt,delay,ts-auth-service,26,36,8,18,28,ts-price-mongo,ts-price-mongo,ts-price-mongo,ts-price-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-auth-service_delay__3,re1_tt,delay,ts-auth-service,20,28,7,13,21,ts-food-map-mongo,ts-preserve-service,ts-preserve-service,ts-preserve-service,0.0,0.0,False,1.0,1.0,True,0.6666666666666666,True,1.0,True,True
re1_tt__ts-auth-service_delay__4,re1_tt,delay,ts-auth-service,8,9,8,0,1,192-168-51-251-9100,192-168-51-251-9100,192-168-51-251-9100,192-168-51-251-9100,0.0,0.0,False,0.3333333333333333,1.0,True,0.3333333333333333,True,0.3333333333333333,True,True
re1_tt__ts-auth-service_delay__5,re1_tt,delay,ts-auth-service,8,10,5,3,5,ts-order-other-mongo,ts-voucher-service,ts-order-other-mongo,ts-order-other-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.6666666666666666,True,0.0,False,True
re1_tt__ts-auth-service_disk__1,re1_tt,disk,ts-auth-service,1,2,1,0,1,ts-auth-service,10-192-15-221-9100,ts-auth-service,10-192-15-221-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.0,False,True
re1_tt__ts-auth-service_disk__2,re1_tt,disk,ts-auth-service,1,2,1,0,1,ts-auth-service,10-192-15-224-9100,ts-auth-service,10-192-15-224-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.0,False,True
re1_tt__ts-auth-service_disk__3,re1_tt,disk,ts-auth-service,2,2,2,0,0,10-192-15-225-9100,10-192-15-225-9100,10-192-15-225-9100,10-192-15-225-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-auth-service_disk__4,re1_tt,disk,ts-auth-service,2,2,2,0,0,10-192-15-224-9100,10-192-15-224-9100,10-192-15-224-9100,10-192-15-224-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
re1_tt__ts-auth-service_disk__5,re1_tt,disk,ts-auth-service,1,2,1,0,1,ts-auth-service,10-192-15-223-9100,ts-auth-service,10-192-15-223-9100,0.6666666666666666,1.0,True,0.0,0.0,False,0.6666666666666666,True,0.0,False,True
re1_tt__ts-auth-service_loss__1,re1_tt,loss,ts-auth-service,13,17,9,4,8,192-168-51-251-9100,192-168-51-251-9100,192-168-51-251-9100,192-168-51-251-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_loss__2,re1_tt,loss,ts-auth-service,24,30,14,10,16,192-168-76-138-9100,192-168-76-138-9100,192-168-76-138-9100,192-168-76-138-9100,0.0,0.0,False,0.0,0.0,False,0.0,False,0.0,False,False
re1_tt__ts-auth-service_loss__3,re1_tt,loss,ts-auth-service,23,16,13,10,3,ts-price-mongo,ts-price-mongo,ts-config-mongo,ts-config-mongo,0.0,0.0,False,0.6666666666666666,1.0,True,0.6666666666666666,True,0.6666666666666666,True,True
re1_tt__ts-auth-service_loss__4,re1_tt,loss,ts-auth-service,22,28,7,15,21,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,192-168-29-237-9100,0.638946638946639,1.0,True,0.0,0.0,False,0.0,False,0.0,False,True
