ar_rank,ar_result_file,case_id,dataset,delta,fault_type,movement,raw_rank,raw_result_file,root_cause_service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_cpu__1.json,re1_ob__productcatalogservice_cpu__1,re1_ob,0,cpu,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_cpu__1.json,productcatalogservice
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_cpu__2.json,re1_ob__productcatalogservice_cpu__2,re1_ob,-1,cpu,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_cpu__2.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_cpu__3.json,re1_ob__productcatalogservice_cpu__3,re1_ob,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_cpu__3.json,productcatalogservice
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_cpu__4.json,re1_ob__productcatalogservice_cpu__4,re1_ob,-1,cpu,worsened,3,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_cpu__4.json,productcatalogservice
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_cpu__5.json,re1_ob__productcatalogservice_cpu__5,re1_ob,-1,cpu,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_cpu__5.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_delay__1.json,re1_ob__productcatalogservice_delay__1,re1_ob,1,delay,improved,2,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_delay__1.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_delay__2.json,re1_ob__productcatalogservice_delay__2,re1_ob,2,delay,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_delay__2.json,productcatalogservice
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_delay__3.json,re1_ob__productcatalogservice_delay__3,re1_ob,1,delay,improved,4,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_delay__3.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_delay__4.json,re1_ob__productcatalogservice_delay__4,re1_ob,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_delay__4.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_delay__5.json,re1_ob__productcatalogservice_delay__5,re1_ob,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_delay__5.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_disk__1.json,re1_ob__productcatalogservice_disk__1,re1_ob,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_disk__1.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_disk__2.json,re1_ob__productcatalogservice_disk__2,re1_ob,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_disk__2.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_disk__3.json,re1_ob__productcatalogservice_disk__3,re1_ob,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_disk__3.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_disk__4.json,re1_ob__productcatalogservice_disk__4,re1_ob,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_disk__4.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_disk__5.json,re1_ob__productcatalogservice_disk__5,re1_ob,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_disk__5.json,productcatalogservice
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_loss__1.json,re1_ob__productcatalogservice_loss__1,re1_ob,0,loss,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_loss__1.json,productcatalogservice
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_loss__2.json,re1_ob__productcatalogservice_loss__2,re1_ob,1,loss,improved,4,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_loss__2.json,productcatalogservice
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_loss__3.json,re1_ob__productcatalogservice_loss__3,re1_ob,1,loss,improved,5,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_loss__3.json,productcatalogservice
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_loss__4.json,re1_ob__productcatalogservice_loss__4,re1_ob,0,loss,same,3,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_loss__4.json,productcatalogservice
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_loss__5.json,re1_ob__productcatalogservice_loss__5,re1_ob,2,loss,improved,6,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_loss__5.json,productcatalogservice
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_mem__1.json,re1_ob__productcatalogservice_mem__1,re1_ob,0,mem,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_mem__1.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_mem__2.json,re1_ob__productcatalogservice_mem__2,re1_ob,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_mem__2.json,productcatalogservice
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_mem__3.json,re1_ob__productcatalogservice_mem__3,re1_ob,0,mem,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_mem__3.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_mem__4.json,re1_ob__productcatalogservice_mem__4,re1_ob,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_mem__4.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ob/re1_ob__productcatalogservice_mem__5.json,re1_ob__productcatalogservice_mem__5,re1_ob,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ob/re1_ob__productcatalogservice_mem__5.json,productcatalogservice
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_cpu__1.json,re1_ss__carts_cpu__1,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_cpu__1.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_cpu__2.json,re1_ss__carts_cpu__2,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_cpu__2.json,carts
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_cpu__3.json,re1_ss__carts_cpu__3,re1_ss,0,cpu,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_cpu__3.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_cpu__4.json,re1_ss__carts_cpu__4,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_cpu__4.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_cpu__5.json,re1_ss__carts_cpu__5,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_cpu__5.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_delay__1.json,re1_ss__carts_delay__1,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_delay__1.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_delay__2.json,re1_ss__carts_delay__2,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_delay__2.json,carts
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_delay__3.json,re1_ss__carts_delay__3,re1_ss,0,delay,same,3,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_delay__3.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_delay__4.json,re1_ss__carts_delay__4,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_delay__4.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_delay__5.json,re1_ss__carts_delay__5,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_delay__5.json,carts
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_disk__1.json,re1_ss__carts_disk__1,re1_ss,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_disk__1.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_disk__2.json,re1_ss__carts_disk__2,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_disk__2.json,carts
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_disk__3.json,re1_ss__carts_disk__3,re1_ss,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_disk__3.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_disk__4.json,re1_ss__carts_disk__4,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_disk__4.json,carts
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_disk__5.json,re1_ss__carts_disk__5,re1_ss,0,disk,same,3,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_disk__5.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_loss__1.json,re1_ss__carts_loss__1,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_loss__1.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_loss__2.json,re1_ss__carts_loss__2,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_loss__2.json,carts
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_loss__3.json,re1_ss__carts_loss__3,re1_ss,0,loss,same,4,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_loss__3.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_loss__4.json,re1_ss__carts_loss__4,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_loss__4.json,carts
5,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_loss__5.json,re1_ss__carts_loss__5,re1_ss,-3,loss,worsened,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_loss__5.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_mem__1.json,re1_ss__carts_mem__1,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_mem__1.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_mem__2.json,re1_ss__carts_mem__2,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_mem__2.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_mem__3.json,re1_ss__carts_mem__3,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_mem__3.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_mem__4.json,re1_ss__carts_mem__4,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_mem__4.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__carts_mem__5.json,re1_ss__carts_mem__5,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__carts_mem__5.json,carts
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_cpu__1.json,re1_ss__catalogue_cpu__1,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_cpu__1.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_cpu__2.json,re1_ss__catalogue_cpu__2,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_cpu__2.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_cpu__3.json,re1_ss__catalogue_cpu__3,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_cpu__3.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_cpu__4.json,re1_ss__catalogue_cpu__4,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_cpu__4.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_cpu__5.json,re1_ss__catalogue_cpu__5,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_cpu__5.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_delay__1.json,re1_ss__catalogue_delay__1,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_delay__1.json,catalogue
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_delay__2.json,re1_ss__catalogue_delay__2,re1_ss,0,delay,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_delay__2.json,catalogue
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_delay__3.json,re1_ss__catalogue_delay__3,re1_ss,0,delay,same,3,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_delay__3.json,catalogue
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_delay__4.json,re1_ss__catalogue_delay__4,re1_ss,0,delay,same,4,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_delay__4.json,catalogue
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_delay__5.json,re1_ss__catalogue_delay__5,re1_ss,0,delay,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_delay__5.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_disk__1.json,re1_ss__catalogue_disk__1,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_disk__1.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_disk__2.json,re1_ss__catalogue_disk__2,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_disk__2.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_disk__3.json,re1_ss__catalogue_disk__3,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_disk__3.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_disk__4.json,re1_ss__catalogue_disk__4,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_disk__4.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_disk__5.json,re1_ss__catalogue_disk__5,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_disk__5.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_loss__1.json,re1_ss__catalogue_loss__1,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_loss__1.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_loss__2.json,re1_ss__catalogue_loss__2,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_loss__2.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_loss__3.json,re1_ss__catalogue_loss__3,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_loss__3.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_loss__4.json,re1_ss__catalogue_loss__4,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_loss__4.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_loss__5.json,re1_ss__catalogue_loss__5,re1_ss,2,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_loss__5.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_mem__1.json,re1_ss__catalogue_mem__1,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_mem__1.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_mem__2.json,re1_ss__catalogue_mem__2,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_mem__2.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_mem__3.json,re1_ss__catalogue_mem__3,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_mem__3.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_mem__4.json,re1_ss__catalogue_mem__4,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_mem__4.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__catalogue_mem__5.json,re1_ss__catalogue_mem__5,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__catalogue_mem__5.json,catalogue
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_cpu__1.json,re1_ss__orders_cpu__1,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_cpu__1.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_cpu__2.json,re1_ss__orders_cpu__2,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_cpu__2.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_cpu__3.json,re1_ss__orders_cpu__3,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_cpu__3.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_cpu__4.json,re1_ss__orders_cpu__4,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_cpu__4.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_cpu__5.json,re1_ss__orders_cpu__5,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_cpu__5.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_delay__1.json,re1_ss__orders_delay__1,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_delay__1.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_delay__2.json,re1_ss__orders_delay__2,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_delay__2.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_delay__3.json,re1_ss__orders_delay__3,re1_ss,1,delay,improved,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_delay__3.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_delay__4.json,re1_ss__orders_delay__4,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_delay__4.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_delay__5.json,re1_ss__orders_delay__5,re1_ss,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_delay__5.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_disk__1.json,re1_ss__orders_disk__1,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_disk__1.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_disk__2.json,re1_ss__orders_disk__2,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_disk__2.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_disk__3.json,re1_ss__orders_disk__3,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_disk__3.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_disk__4.json,re1_ss__orders_disk__4,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_disk__4.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_disk__5.json,re1_ss__orders_disk__5,re1_ss,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_disk__5.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_loss__1.json,re1_ss__orders_loss__1,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_loss__1.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_loss__2.json,re1_ss__orders_loss__2,re1_ss,0,loss,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_loss__2.json,orders
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_loss__3.json,re1_ss__orders_loss__3,re1_ss,-1,loss,worsened,2,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_loss__3.json,orders
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_loss__4.json,re1_ss__orders_loss__4,re1_ss,0,loss,same,4,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_loss__4.json,orders
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_loss__5.json,re1_ss__orders_loss__5,re1_ss,0,loss,same,4,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_loss__5.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_mem__1.json,re1_ss__orders_mem__1,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_mem__1.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_mem__2.json,re1_ss__orders_mem__2,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_mem__2.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_mem__3.json,re1_ss__orders_mem__3,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_mem__3.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_mem__4.json,re1_ss__orders_mem__4,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_mem__4.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__orders_mem__5.json,re1_ss__orders_mem__5,re1_ss,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__orders_mem__5.json,orders
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_cpu__1.json,re1_ss__payment_cpu__1,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_cpu__1.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_cpu__2.json,re1_ss__payment_cpu__2,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_cpu__2.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_cpu__3.json,re1_ss__payment_cpu__3,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_cpu__3.json,payment
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_ss/re1_ss__payment_cpu__4.json,re1_ss__payment_cpu__4,re1_ss,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_ss/re1_ss__payment_cpu__4.json,payment
