case_id,dataset,fault_type,root_cause_service,raw_rank,raw_top1,stationary_counterfactual_ar_uncertainty_rank,stationary_counterfactual_ar_uncertainty_top1,direct_ar_bayes_factor_rank,direct_ar_bayes_factor_top1,direct_root_log_bf,direct_top_competitor,direct_top_competitor_log_bf,direct_root_margin
re1_ss__catalogue_disk__2,re1_ss,disk,catalogue,1,catalogue,1,catalogue,1,catalogue,8788.219931749185,10-192-15-196-9100,3498.4211409400014,5289.798790809184
re1_ss__catalogue_disk__3,re1_ss,disk,catalogue,1,catalogue,1,catalogue,1,catalogue,8827.618252536502,user,4168.233922948489,4659.384329588013
re1_ss__catalogue_disk__4,re1_ss,disk,catalogue,1,catalogue,1,catalogue,1,catalogue,7989.221638234671,session-db,5416.066477633104,2573.1551606015673
re1_ss__catalogue_disk__5,re1_ss,disk,catalogue,1,catalogue,1,catalogue,1,catalogue,8856.43014532319,queue-master,1653.5212565968757,7202.908888726313
re1_ss__catalogue_loss__1,re1_ss,loss,catalogue,1,catalogue,1,catalogue,4,catalogue-db,2501.4307240748326,catalogue-db,8681.035578974632,-6179.604854899799
re1_ss__catalogue_loss__2,re1_ss,loss,catalogue,1,catalogue,1,catalogue,2,catalogue-db,2484.6445764551904,catalogue-db,3580.8335650304944,-1096.188988575304
re1_ss__catalogue_loss__3,re1_ss,loss,catalogue,1,catalogue,1,catalogue,2,catalogue-db,4372.499943164327,catalogue-db,8633.4087121976,-4260.9087690332735
re1_ss__catalogue_loss__4,re1_ss,loss,catalogue,1,catalogue,1,catalogue,2,shipping,2427.183385382505,shipping,3191.1339275771184,-763.9505421946133
re1_ss__catalogue_loss__5,re1_ss,loss,catalogue,3,payment,1,catalogue,6,catalogue-db,1693.0271174296029,catalogue-db,8522.210238935024,-6829.183121505421
re1_ss__catalogue_mem__1,re1_ss,mem,catalogue,1,catalogue,1,catalogue,2,catalogue-db,8175.004625210325,catalogue-db,9667.844613671323,-1492.839988460998
re1_ss__catalogue_mem__2,re1_ss,mem,catalogue,1,catalogue,1,catalogue,1,catalogue,8161.778927090626,192-168-15-8-9100,4680.376683198067,3481.4022438925585
re1_ss__catalogue_mem__3,re1_ss,mem,catalogue,1,catalogue,1,catalogue,1,catalogue,10182.532363844764,catalogue-db,8660.306739837886,1522.2256240068782
re1_ss__catalogue_mem__4,re1_ss,mem,catalogue,1,catalogue,1,catalogue,1,catalogue,8147.6126990273215,catalogue-db,3635.1057860053916,4512.50691302193
re1_ss__catalogue_mem__5,re1_ss,mem,catalogue,1,catalogue,1,catalogue,2,catalogue-db,8182.703033949686,catalogue-db,8645.892011157712,-463.1889772080258
re1_ss__orders_cpu__1,re1_ss,cpu,orders,1,orders,1,orders,1,orders,6492.754170129762,192-168-33-0-9100,3730.7023565292197,2762.0518136005426
re1_ss__orders_cpu__2,re1_ss,cpu,orders,1,orders,1,orders,1,orders,6538.616349820469,carts,3440.3936232458313,3098.2227265746374
re1_ss__orders_cpu__3,re1_ss,cpu,orders,1,orders,1,orders,1,orders,9632.012751393006,front-end,3398.376893350942,6233.635858042064
re1_ss__orders_cpu__4,re1_ss,cpu,orders,1,orders,1,orders,1,orders,6472.385697956189,192-168-76-116-9100,3328.4510042052284,3143.9346937509604
re1_ss__orders_cpu__5,re1_ss,cpu,orders,1,orders,1,orders,1,orders,9413.861056125448,carts,3489.2407452662883,5924.62031085916
re1_ss__orders_delay__1,re1_ss,delay,orders,1,orders,1,orders,1,orders,4933.083595724115,front-end,1381.7554160870848,3551.32817963703
re1_ss__orders_delay__2,re1_ss,delay,orders,1,orders,1,orders,3,payment,1796.1924476508193,payment,3088.9616848644405,-1292.7692372136212
re1_ss__orders_delay__3,re1_ss,delay,orders,2,user,1,orders,4,user,1887.7806028208536,user,4494.2017404417975,-2606.421137620944
re1_ss__orders_delay__4,re1_ss,delay,orders,1,orders,1,orders,3,front-end,1580.980383379611,front-end,4006.2730994975905,-2425.2927161179796
re1_ss__orders_delay__5,re1_ss,delay,orders,1,orders,1,orders,1,orders,4355.861022378034,queue-master,3582.4525603603684,773.4084620176659
re1_ss__orders_disk__1,re1_ss,disk,orders,1,orders,1,orders,1,orders,8816.699532410714,queue-master,1172.6935082486464,7644.006024162068
re1_ss__orders_disk__2,re1_ss,disk,orders,1,orders,1,orders,1,orders,8793.458584158308,10-192-15-196-9100,4488.840165923845,4304.618418234463
re1_ss__orders_disk__3,re1_ss,disk,orders,1,orders,1,orders,1,orders,8789.411944720967,orders-db,1031.4823491643085,7757.929595556659
re1_ss__orders_disk__4,re1_ss,disk,orders,1,orders,1,orders,1,orders,8784.59955630121,user,515.0407938209232,8269.558762480287
re1_ss__orders_disk__5,re1_ss,disk,orders,1,orders,1,orders,1,orders,8777.651638015339,queue-master,1364.2441141352683,7413.407523880071
re1_ss__orders_loss__1,re1_ss,loss,orders,1,orders,1,orders,1,orders,5739.627740102514,payment,4778.675540987745,960.9521991147685
re1_ss__orders_loss__2,re1_ss,loss,orders,1,orders,1,orders,3,front-end,2594.641245562454,front-end,4824.941338262309,-2230.3000926998548
re1_ss__orders_loss__3,re1_ss,loss,orders,2,192-168-56-14-9100,3,192-168-56-14-9100,3,192-168-56-14-9100,2694.5531998293627,192-168-56-14-9100,4443.630166811058,-1749.0769669816955
re1_ss__orders_loss__4,re1_ss,loss,orders,4,192-168-64-231-9100,3,192-168-64-231-9100,5,carts,2384.2134734680353,carts,3535.7933553161415,-1151.5798818481062
re1_ss__orders_loss__5,re1_ss,loss,orders,4,192-168-64-231-9100,4,192-168-64-231-9100,1,orders,5600.682907552924,shipping,4562.695333442384,1037.9875741105398
re1_ss__orders_mem__1,re1_ss,mem,orders,1,orders,1,orders,1,orders,8134.296787686607,session-db,5418.047263728652,2716.249523957955
re1_ss__orders_mem__2,re1_ss,mem,orders,1,orders,1,orders,2,catalogue-db,8122.050298604544,catalogue-db,8854.637641757885,-732.587343153341
re1_ss__orders_mem__3,re1_ss,mem,orders,1,orders,1,orders,1,orders,10244.755910654954,payment,5288.07913992074,4956.676770734214
re1_ss__orders_mem__4,re1_ss,mem,orders,1,orders,1,orders,1,orders,10237.34440709986,front-end,3836.3772124574375,6400.967194642422
re1_ss__orders_mem__5,re1_ss,mem,orders,1,orders,1,orders,1,orders,8149.601525204001,catalogue-db,3451.358823067732,4698.242702136269
re1_ss__payment_cpu__1,re1_ss,cpu,payment,1,payment,1,payment,1,payment,7236.160140215424,carts,3365.401839398111,3870.758300817313
re1_ss__payment_cpu__2,re1_ss,cpu,payment,1,payment,1,payment,1,payment,7170.886561533334,192-168-33-0-9100,3207.9019373952938,3962.9846241380405
re1_ss__payment_cpu__3,re1_ss,cpu,payment,1,payment,1,payment,1,payment,9184.878428264108,queue-master,3676.45442242494,5508.424005839168
re1_ss__payment_cpu__4,re1_ss,cpu,payment,1,payment,1,payment,1,payment,6968.722305176246,session-db,5574.288051606727,1394.4342535695187
re1_ss__payment_cpu__5,re1_ss,cpu,payment,1,payment,1,payment,1,payment,9393.146603229505,session-db,8651.633741339121,741.5128618903836
re1_ss__payment_delay__1,re1_ss,delay,payment,1,payment,1,payment,3,rabbitmq,1857.795706566567,rabbitmq,3301.763090123192,-1443.9673835566248
re1_ss__payment_delay__2,re1_ss,delay,payment,1,payment,1,payment,2,session-db,2533.959085912533,session-db,2909.3280039807014,-375.36891806816857
re1_ss__payment_delay__3,re1_ss,delay,payment,3,192-168-15-8-9100,3,192-168-15-8-9100,3,orders,3381.924405833334,orders,3826.3502970489003,-444.4258912155665
re1_ss__payment_delay__4,re1_ss,delay,payment,3,192-168-15-8-9100,3,192-168-15-8-9100,4,192-168-15-8-9100,2536.9554047495935,192-168-15-8-9100,3315.4719213606986,-778.5165166111051
re1_ss__payment_delay__5,re1_ss,delay,payment,1,payment,1,payment,1,payment,7973.49379017678,catalogue,3360.308119293608,4613.185670883172
re1_ss__payment_disk__1,re1_ss,disk,payment,1,payment,1,payment,1,payment,8589.056178217152,10-192-15-195-9100,3738.6728559010758,4850.383322316076
re1_ss__payment_disk__2,re1_ss,disk,payment,1,payment,1,payment,1,payment,8601.613322476647,queue-master,1102.4318096646912,7499.181512811956
re1_ss__payment_disk__3,re1_ss,disk,payment,1,payment,1,payment,1,payment,8610.38025170041,shipping,6976.608349953989,1633.7719017464206
re1_ss__payment_disk__4,re1_ss,disk,payment,1,payment,1,payment,1,payment,8576.819188276326,queue-master,825.5707996294577,7751.248388646868
re1_ss__payment_disk__5,re1_ss,disk,payment,1,payment,1,payment,1,payment,8582.347961235964,10-192-15-197-9100,3381.705530070541,5200.642431165423
re1_ss__payment_loss__1,re1_ss,loss,payment,1,payment,1,payment,1,payment,4315.010016935392,carts,3133.985508384818,1181.024508550574
re1_ss__payment_loss__2,re1_ss,loss,payment,1,payment,1,payment,1,payment,4225.167796536954,catalogue,3025.093837989644,1200.0739585473098
re1_ss__payment_loss__3,re1_ss,loss,payment,1,payment,1,payment,4,session-db,2207.625613869919,session-db,5595.3134047589965,-3387.6877908890774
re1_ss__payment_loss__4,re1_ss,loss,payment,1,payment,1,payment,1,payment,6918.383882457757,catalogue-db,5757.801867559327,1160.5820148984303
re1_ss__payment_loss__5,re1_ss,loss,payment,1,payment,1,payment,1,payment,6486.473501430087,catalogue-db,3005.221482573464,3481.2520188566227
re1_ss__payment_mem__1,re1_ss,mem,payment,1,payment,1,payment,1,payment,8181.318016857836,queue-master,4246.143406124417,3935.1746107334184
re1_ss__payment_mem__2,re1_ss,mem,payment,1,payment,1,payment,1,payment,8181.820620852078,carts,3282.5382220624847,4899.282398789594
re1_ss__payment_mem__3,re1_ss,mem,payment,1,payment,1,payment,1,payment,8176.808286863961,front-end,5079.945042456319,3096.863244407642
re1_ss__payment_mem__4,re1_ss,mem,payment,1,payment,1,payment,1,payment,8197.299229828135,front-end,4144.406459849576,4052.892769978559
re1_ss__payment_mem__5,re1_ss,mem,payment,1,payment,1,payment,1,payment,8191.481164290981,shipping,4311.2126196575855,3880.2685446333953
re1_ss__user_cpu__1,re1_ss,cpu,user,1,user,1,user,1,user,7127.382452975787,session-db,5587.489242935269,1539.8932100405173
re1_ss__user_cpu__2,re1_ss,cpu,user,1,user,1,user,2,catalogue-db,6828.003923411321,catalogue-db,9010.995607445664,-2182.991684034343
re1_ss__user_cpu__3,re1_ss,cpu,user,1,user,1,user,1,user,9589.772601790763,front-end,3208.1453050396944,6381.627296751069
re1_ss__user_cpu__4,re1_ss,cpu,user,1,user,1,user,1,user,9589.278561703606,payment,5446.057357493289,4143.221204210317
re1_ss__user_cpu__5,re1_ss,cpu,user,1,user,1,user,1,user,6928.671504365288,front-end,3375.5589735854123,3553.112530779875
re1_ss__user_delay__1,re1_ss,delay,user,2,192-168-15-8-9100,2,192-168-15-8-9100,1,user,7353.09983152262,192-168-15-8-9100,3374.1446270749148,3978.955204447705
re1_ss__user_delay__2,re1_ss,delay,user,1,user,1,user,4,front-end,2302.695567381927,front-end,4190.619483267861,-1887.923915885934
re1_ss__user_delay__3,re1_ss,delay,user,1,user,1,user,1,user,4243.2578456080855,orders,4169.968928968414,73.2889166396717
re1_ss__user_delay__4,re1_ss,delay,user,1,user,1,user,2,carts,2816.506147639955,carts,3330.785516905294,-514.279369265339
re1_ss__user_delay__5,re1_ss,delay,user,1,user,1,user,1,user,4264.281332412055,carts,3434.340078184085,829.9412542279701
re1_ss__user_disk__1,re1_ss,disk,user,1,user,1,user,1,user,8654.237498152428,rabbitmq,2646.256078302675,6007.981419849753
re1_ss__user_disk__2,re1_ss,disk,user,1,user,1,user,1,user,8642.379615928514,10-192-15-196-9100,3488.8735479516868,5153.506067976827
re1_ss__user_disk__3,re1_ss,disk,user,1,user,1,user,1,user,8651.79988450655,payment,3923.485338905517,4728.314545601033
re1_ss__user_disk__4,re1_ss,disk,user,1,user,1,user,1,user,8650.003382139495,session-db,5896.940365320314,2753.063016819181
re1_ss__user_disk__5,re1_ss,disk,user,1,user,1,user,1,user,8680.548662980102,payment,2713.803297061293,5966.745365918809
re1_ss__user_loss__1,re1_ss,loss,user,1,user,1,user,1,user,5889.658082757472,catalogue-db,5888.51774958224,1.1403331752317172
re1_ss__user_loss__2,re1_ss,loss,user,1,user,1,user,3,catalogue-db,1620.9162866782444,catalogue-db,3080.0969687396973,-1459.180682061453
re1_ss__user_loss__3,re1_ss,loss,user,4,192-168-95-91-9100,6,192-168-95-91-9100,2,192-168-95-91-9100,3509.286793950648,192-168-95-91-9100,4554.599035068629,-1045.3122411179806
re1_ss__user_loss__4,re1_ss,loss,user,4,192-168-33-0-9100,4,192-168-33-0-9100,5,192-168-33-0-9100,1981.0050870371208,192-168-33-0-9100,3545.5072173178523,-1564.5021302807315
re1_ss__user_loss__5,re1_ss,loss,user,1,user,1,user,2,queue-master,3515.1350908728655,queue-master,3771.870503491129,-256.7354126182636
re1_ss__user_mem__1,re1_ss,mem,user,1,user,1,user,1,user,8157.173025400883,front-end,3302.731172530781,4854.441852870102
re1_ss__user_mem__2,re1_ss,mem,user,1,user,1,user,1,user,10768.990254839415,catalogue-db,9068.051855076721,1700.9383997626937
re1_ss__user_mem__3,re1_ss,mem,user,1,user,1,user,1,user,8158.94218325516,queue-master,3119.2059661728968,5039.7362170822635
re1_ss__user_mem__4,re1_ss,mem,user,1,user,1,user,1,user,8157.010402217249,rabbitmq-exporter,5494.32220009587,2662.6882021213787
re1_ss__user_mem__5,re1_ss,mem,user,1,user,1,user,5,orders-db,2582.397699902869,orders-db,4722.857657486905,-2140.4599575840357
re1_tt__ts-auth-service_cpu__1,re1_tt,cpu,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,12973.263002494861,ts-food-map-mongo,6768.119674707396,6205.143327787465
re1_tt__ts-auth-service_cpu__2,re1_tt,cpu,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,8594.131519915498,ts-food-mongo,7720.876468230478,873.2550516850197
re1_tt__ts-auth-service_cpu__3,re1_tt,cpu,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,8645.69879137149,ts-train-mongo,6176.608172168747,2469.0906192027423
re1_tt__ts-auth-service_cpu__4,re1_tt,cpu,ts-auth-service,1,ts-auth-service,1,ts-auth-service,2,ts-auth-mongo,8917.646431963442,ts-auth-mongo,9663.99401942127,-746.3475874578289
re1_tt__ts-auth-service_cpu__5,re1_tt,cpu,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,12921.54717950637,ts-verification-code-service,6662.903759547451,6258.6434199589185
re1_tt__ts-auth-service_delay__1,re1_tt,delay,ts-auth-service,20,ts-news-service,13,ts-news-service,22,ts-consign-service,437.94411974342574,ts-consign-service,5478.777697888764,-5040.833578145339
re1_tt__ts-auth-service_delay__2,re1_tt,delay,ts-auth-service,26,ts-price-mongo,11,ts-price-mongo,45,ts-price-mongo,135.18881474396449,ts-price-mongo,10564.542052983703,-10429.353238239739
re1_tt__ts-auth-service_delay__3,re1_tt,delay,ts-auth-service,20,ts-food-map-mongo,11,ts-preserve-service,29,ts-preserve-service,300.134599980081,ts-preserve-service,6446.49137439083,-6146.3567744107495
re1_tt__ts-auth-service_delay__4,re1_tt,delay,ts-auth-service,8,192-168-51-251-9100,8,192-168-51-251-9100,4,ts-consign-mongo,5253.214298479069,ts-consign-mongo,5835.532959916941,-582.3186614378719
re1_tt__ts-auth-service_delay__5,re1_tt,delay,ts-auth-service,8,ts-order-other-mongo,7,ts-voucher-service,22,ts-order-other-mongo,920.3701290535282,ts-order-other-mongo,9648.710595184097,-8728.340466130569
re1_tt__ts-auth-service_disk__1,re1_tt,disk,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,7398.9870450352655,ts-config-mongo,3938.671574542117,3460.3154704931485
re1_tt__ts-auth-service_disk__2,re1_tt,disk,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,7437.789360769816,ts-admin-route-service,5018.708583726828,2419.0807770429883
re1_tt__ts-auth-service_disk__3,re1_tt,disk,ts-auth-service,2,10-192-15-225-9100,2,10-192-15-225-9100,2,ts-news-service,7411.952757227351,ts-news-service,7885.798304203166,-473.8455469758146
re1_tt__ts-auth-service_disk__4,re1_tt,disk,ts-auth-service,2,10-192-15-224-9100,2,10-192-15-224-9100,4,ts-admin-route-service,7459.4515605504375,ts-admin-route-service,7732.84220363447,-273.3906430840325
re1_tt__ts-auth-service_disk__5,re1_tt,disk,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,7471.190754257339,ts-verification-code-service,5070.066137187693,2401.124617069646
re1_tt__ts-auth-service_loss__1,re1_tt,loss,ts-auth-service,13,192-168-51-251-9100,9,192-168-51-251-9100,23,ts-execute-service,690.8790606313145,ts-execute-service,10650.478441244893,-9959.59938061358
re1_tt__ts-auth-service_loss__2,re1_tt,loss,ts-auth-service,24,192-168-76-138-9100,15,192-168-76-138-9100,33,ts-price-mongo,301.70096003164673,ts-price-mongo,6400.507370469174,-6098.806410437527
re1_tt__ts-auth-service_loss__3,re1_tt,loss,ts-auth-service,23,ts-price-mongo,16,ts-config-mongo,22,ts-price-mongo,777.9329455378551,ts-price-mongo,10421.790047059354,-9643.857101521498
re1_tt__ts-auth-service_loss__4,re1_tt,loss,ts-auth-service,22,192-168-29-237-9100,10,192-168-29-237-9100,34,ts-travel2-mongo,428.07409443793995,ts-travel2-mongo,9729.408779016396,-9301.334684578456
re1_tt__ts-auth-service_loss__5,re1_tt,loss,ts-auth-service,24,ts-consign-price-mongo,10,ts-consign-price-mongo,50,ts-auth-mongo,137.58655114169355,ts-auth-mongo,11419.669085004354,-11282.08253386266
re1_tt__ts-auth-service_mem__1,re1_tt,mem,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,13561.304235946314,ts-admin-user-service,6635.322729129552,6925.981506816763
re1_tt__ts-auth-service_mem__2,re1_tt,mem,ts-auth-service,1,ts-auth-service,1,ts-auth-service,2,ts-auth-mongo,9312.842834366567,ts-auth-mongo,9903.50328294606,-590.6604485794924
re1_tt__ts-auth-service_mem__3,re1_tt,mem,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,14452.797301799445,ts-config-mongo,10169.918107081481,4282.879194717963
re1_tt__ts-auth-service_mem__4,re1_tt,mem,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,14530.663897424742,ts-admin-route-service,6906.201543667771,7624.4623537569705
re1_tt__ts-auth-service_mem__5,re1_tt,mem,ts-auth-service,1,ts-auth-service,1,ts-auth-service,1,ts-auth-service,13563.11776812385,ts-contacts-service,11008.348055377743,2554.769712746107
re1_tt__ts-order-service_cpu__1,re1_tt,cpu,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,8745.405973280998,ts-voucher-service,6970.387915650848,1775.01805763015
re1_tt__ts-order-service_cpu__2,re1_tt,cpu,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,8853.736483522778,ts-user-mongo,7623.876555997519,1229.859927525259
re1_tt__ts-order-service_cpu__3,re1_tt,cpu,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,9054.28243522074,ts-consign-price-mongo,4024.144197469944,5030.138237750796
re1_tt__ts-order-service_cpu__4,re1_tt,cpu,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,9079.27348207142,ts-consign-price-mongo,7607.9465601604725,1471.326921910947
re1_tt__ts-order-service_cpu__5,re1_tt,cpu,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,9054.458439511893,ts-voucher-service,6606.004019801847,2448.454419710046
re1_tt__ts-order-service_delay__1,re1_tt,delay,ts-order-service,12,192-168-51-251-9100,12,192-168-51-251-9100,35,ts-consign-mongo,637.8185836796434,ts-consign-mongo,6325.706085991558,-5687.887502311914
re1_tt__ts-order-service_delay__2,re1_tt,delay,ts-order-service,10,ts-preserve-service,8,ts-preserve-service,25,ts-admin-order-service,693.5831824604802,ts-admin-order-service,6749.499100501722,-6055.915918041242
re1_tt__ts-order-service_delay__3,re1_tt,delay,ts-order-service,5,192-168-93-129-9100,5,192-168-93-129-9100,13,ts-auth-mongo,1290.3695878903402,ts-auth-mongo,9843.02685842177,-8552.65727053143
re1_tt__ts-order-service_delay__4,re1_tt,delay,ts-order-service,5,192-168-45-158-9100,5,192-168-45-158-9100,14,ts-order-mongo,1286.9043520474602,ts-order-mongo,9758.755588014841,-8471.85123596738
re1_tt__ts-order-service_delay__5,re1_tt,delay,ts-order-service,1,ts-order-service,1,ts-order-service,8,ts-user-mongo,3201.846953721029,ts-user-mongo,4473.684242875183,-1271.8372891541544
re1_tt__ts-order-service_disk__1,re1_tt,disk,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,7562.644909306636,ts-admin-route-service,4950.859827153115,2611.785082153521
re1_tt__ts-order-service_disk__2,re1_tt,disk,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,7573.488407533234,ts-user-mongo,7228.345042154314,345.14336537891995
re1_tt__ts-order-service_disk__3,re1_tt,disk,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,7556.112116415655,ts-auth-mongo,5069.958124266705,2486.1539921489493
re1_tt__ts-order-service_disk__4,re1_tt,disk,ts-order-service,2,10-192-15-219-9100,2,10-192-15-219-9100,1,ts-order-service,7564.1130522780195,ts-admin-user-service,7296.76477570867,267.34827656934976
re1_tt__ts-order-service_disk__5,re1_tt,disk,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,7557.004814700279,ts-auth-mongo,4210.574002339137,3346.4308123611418
re1_tt__ts-order-service_loss__1,re1_tt,loss,ts-order-service,3,ts-preserve-other-service,2,ts-preserve-other-service,13,ts-food-mongo,3191.8398081971495,ts-food-mongo,9861.695465277468,-6669.8556570803175
re1_tt__ts-order-service_loss__2,re1_tt,loss,ts-order-service,3,192-168-29-237-9100,2,192-168-29-237-9100,17,ts-assurance-mongo,3524.620123774231,ts-assurance-mongo,7618.579107206379,-4093.958983432148
re1_tt__ts-order-service_loss__3,re1_tt,loss,ts-order-service,1,ts-order-service,1,ts-order-service,13,ts-station-mongo,3452.132585258309,ts-station-mongo,7962.495152943608,-4510.362567685299
re1_tt__ts-order-service_loss__4,re1_tt,loss,ts-order-service,1,ts-order-service,1,ts-order-service,21,ts-ticket-office-mongo,3648.9416945325015,ts-ticket-office-mongo,7960.007212812732,-4311.065518280231
re1_tt__ts-order-service_loss__5,re1_tt,loss,ts-order-service,3,192-168-29-237-9100,2,192-168-29-237-9100,20,ts-inside-payment-mongo,3346.9923817823787,ts-inside-payment-mongo,6071.3643530178815,-2724.3719712355028
re1_tt__ts-order-service_mem__1,re1_tt,mem,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,13575.592727196521,ts-food-map-mongo,6613.560611648975,6962.032115547546
re1_tt__ts-order-service_mem__2,re1_tt,mem,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,13564.331238619241,ts-news-service,6208.4783527084355,7355.8528859108055
re1_tt__ts-order-service_mem__3,re1_tt,mem,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,9156.318858503511,ts-price-mongo,7672.449856795048,1483.8690017084637
re1_tt__ts-order-service_mem__4,re1_tt,mem,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,13566.027412541114,ts-contacts-mongo,11431.892414824288,2134.1349977168265
re1_tt__ts-order-service_mem__5,re1_tt,mem,ts-order-service,1,ts-order-service,1,ts-order-service,1,ts-order-service,13570.713336076924,ts-voucher-service,8046.039770085175,5524.673565991749
re1_tt__ts-route-service_cpu__1,re1_tt,cpu,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,8803.603706287662,ts-consign-price-mongo,7955.2733088814175,848.3303974062446
re1_tt__ts-route-service_cpu__2,re1_tt,cpu,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,12752.413052032498,ts-config-mongo,9889.084231385497,2863.3288206470006
re1_tt__ts-route-service_cpu__3,re1_tt,cpu,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,12772.073366527422,ts-config-mongo,7625.255068184386,5146.818298343036
re1_tt__ts-route-service_cpu__4,re1_tt,cpu,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,12719.6389134547,ts-consign-price-service,5766.41268657411,6953.226226880591
re1_tt__ts-route-service_cpu__5,re1_tt,cpu,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,12748.88959564532,ts-order-other-mongo,5847.160696440726,6901.728899204594
re1_tt__ts-route-service_delay__1,re1_tt,delay,ts-route-service,5,192-168-76-138-9100,4,192-168-76-138-9100,24,ts-food-mongo,1873.0935104662065,ts-food-mongo,9775.682314335087,-7902.58880386888
re1_tt__ts-route-service_delay__2,re1_tt,delay,ts-route-service,2,ts-admin-travel-service,2,ts-admin-travel-service,13,ts-rebook-service,2335.959910417289,ts-rebook-service,6520.3434752936155,-4184.383564876327
re1_tt__ts-route-service_delay__3,re1_tt,delay,ts-route-service,2,ts-ui-dashboard,2,ts-ui-dashboard,13,ts-voucher-service,2143.653030967677,ts-voucher-service,7696.96838401266,-5553.315353044984
re1_tt__ts-route-service_delay__4,re1_tt,delay,ts-route-service,6,ts-food-mongo,2,ts-travel-service,3,ts-station-mongo,5307.528776791521,ts-station-mongo,6382.118773887184,-1074.5899970956634
re1_tt__ts-route-service_delay__5,re1_tt,delay,ts-route-service,2,ts-auth-mongo,3,ts-auth-mongo,3,ts-auth-mongo,6007.734834954504,ts-auth-mongo,9915.994968676021,-3908.2601337215174
re1_tt__ts-route-service_disk__1,re1_tt,disk,ts-route-service,1,ts-route-service,1,ts-route-service,2,ts-execute-service,7388.935386149579,ts-execute-service,7527.230050450243,-138.2946643006635
re1_tt__ts-route-service_disk__2,re1_tt,disk,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,9398.860480211388,ts-admin-user-service,7546.881619877663,1851.9788603337247
re1_tt__ts-route-service_disk__3,re1_tt,disk,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,9384.763144628601,ts-price-mongo,4266.641903407316,5118.121241221285
re1_tt__ts-route-service_disk__4,re1_tt,disk,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,9407.189872755684,ts-admin-user-service,4937.985288803276,4469.204583952408
re1_tt__ts-route-service_disk__5,re1_tt,disk,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,7365.295128599016,ts-verification-code-service,5104.1756016436375,2261.119526955378
re1_tt__ts-route-service_loss__1,re1_tt,loss,ts-route-service,3,ts-travel2-mongo,2,ts-travel2-mongo,24,ts-travel2-mongo,2023.1523272949523,ts-travel2-mongo,9708.755393315818,-7685.603066020865
re1_tt__ts-route-service_loss__2,re1_tt,loss,ts-route-service,4,ts-security-mongo,1,ts-route-service,14,ts-auth-mongo,1566.54969941536,ts-auth-mongo,8414.113759680462,-6847.564060265102
re1_tt__ts-route-service_loss__3,re1_tt,loss,ts-route-service,3,ts-auth-mongo,2,ts-admin-travel-service,18,ts-auth-mongo,2137.1737143773585,ts-auth-mongo,9624.06021372046,-7486.886499343102
re1_tt__ts-route-service_loss__4,re1_tt,loss,ts-route-service,6,ts-news-service,4,ts-news-service,15,ts-admin-user-service,2827.0128902212914,ts-admin-user-service,5312.259202432815,-2485.2463122115237
re1_tt__ts-route-service_loss__5,re1_tt,loss,ts-route-service,15,192-168-93-129-9100,7,192-168-93-129-9100,16,ts-route-mongo,1278.300387872289,ts-route-mongo,7963.421728476981,-6685.121340604692
re1_tt__ts-route-service_mem__1,re1_tt,mem,ts-route-service,1,ts-route-service,1,ts-route-service,1,ts-route-service,13548.31781097875,192-168-29-237-9100,5749.38057214042,7798.93723883833
